Year,Pick,Class,DD Age,Height,Player,Team,Conference,Role,All-Rookie,All-Defense,All-NBA,RAPM,O SOS,D SOS,NET SOS,O Possessions,D Possessions,Games Played,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,NetRtg,eFG,TS,OR,DR,Usg,Ast,Ast/Usg,TO,TOV/Usg,A:U x TO:U,A/TO,Blk,Stl,STOCK%,FC/40,Dunk FGM,Dunk FGA,Dunk%,Dunk Freq,Dunk Ast'd  %,Rim FGM,Rim FGA,Rim%,Rim Freq,rim diff vs T100,Rim Ast'd %,Far2 FGM,Far2 FGA,Far2%,Far2 Freq,Far2 Ast'd %,FTM,FTA,FT%,FTR,2PT FGM,2PT FGA,2PT%,2PT Freq,3PR,3P/100,3PT FGM,3PT FGA,3PT%,Three Ast'd %,TOT FGA,Total Ast'd %,Moreyball,FTA/100,Dunks/100,Rim Attmepts/100,Far 2 Attempts/100,Unassited Rim Makes/100,Unassited Far 2 Makes/100,Unassited 3 Makes/100,Unassited Points/100,Rim:NonRim,vs T100,Games Played vs T100,Min% vs T100,PRPG! vs T100,D-PRPG vs T100,BPM vs T100,OBPM vs T100,DBPM vs T100,ORtg vs T100,D-Rtg vs T100,NetRtg vs T100,eFG vs T100,TS vs T100,OR vs T100,DR vs T100,Usg vs T100,Ast vs T100,Ast/Usg vs T100,TO vs T100,A/TO vs T100,Blk vs T100,Stl vs T100,FTR vs T100,FC/40 vs T100,Dunk FGM vs T100,Dunk FGA vs T100,Dunk% vs T100,Dunk Freq vs T100,Rim FGM vs T100,Rim FGA vs T100,Rim% vs T100,Rim Freq vs T100,Far2 FGM vs T100,Far2 FGA vs T100,Far2% vs T100,Far2 Freq vs T100,FTM vs T100,FTA vs T100,FT% vs T100,2PT FGM vs T100,2PT FGA vs T100,2PT% vs T100,2PT Freq vs T100,3PR vs T100,3P/100 vs T100,3PT FGM vs T100,3PT FGA vs T100,3PT% vs T100,Total FGA vs T100,COMBINE,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME,BMI,PLAYTYPE,off_style_rim_attack,Rim Attack Vol,Rim Attack PPP,_off_style_attack_kick,Attack & Kick Vol,Attack & Kick PPP,pctile_off_style_perimeter_sniper,Ast 3 Vol,Ast 3 PPP,off_style_dribble_jumper_pct,OTD 3 Vol,OTD 3 PPP,off_style_mid_range_pct,Mid Range Vol,Mid Range PPP,pctile_off_style_hits_cutter_pct,Hits Cutter Vol,Hits Cutter PPP,pctile_off_style_perimeter_cut_pct,Perimeter Cutter Vol,Perimeter Cutter PPP,pctile_off_style_pnr_passer_pct,PNR Passer Vol,PNR Passer PPP,pctile_off_style_big_cut_roll_pct,PnR Roller Vol,PnR Roller PPP,pctile_off_style_post_up_pct,Post Up Vol,Post Up PPP,pctile_off_style_post_kick_pct,Inside Out Vol,Inside Out PPP,pctile_off_style_pick_pop_pct,Pick & Pop Vol,Pick & Pop PPP,pctile_off_style_high_low_pct,High Low Vol,High Low PPP,pctile_off_style_reb_scramble_pct,Reb & Scramble Vol,Reb & Scramble PPP,transition_pct,Transition Vol,Transition PPP,pctile_off_style_rim_attack_pct,Rim Attack Vol%,Rim Attack PPP%,pctile_off_style_attack_kick_pct,Attack & Kick Vol%,Attack & Kick PPP%,pctile_off_style_perimeter_sniper_pct,Ast 3 Vol%,Ast 3 PPP%,pctile_off_style_dribble_jumper_pct,OTD 3 Vol%,OTD 3 PPP%,pctile_off_style_mid_range_pct,Mid Range Vol%,Mid Range PPP%,pctile_off_style_hits_cutter_pct.1,Hits Cutter Vol%,Hits Cutter PPP%,pctile_off_style_perimeter_cut_pct.1,Perimeter Cutter Vol%,Perimeter Cutter PPP%,pctile_off_style_pnr_passer_pct.1,PNR Passer Vol%,PNR Passer PPP %,pctile_off_style_big_cut_roll_pct.1,PnR Roller Vol%,PnR Roller PPP%,pctile_off_style_post_up_pct.1,Post Up Vol%,Post Up PPP%,pctile_off_style_post_kick_pct.1,Inside Out Vol%,Inside Out PPP%,pctile_off_style_pick_pop_pct.1,Pick & Pop Vol%,Pick & Pop PPP%,pctile_off_style_high_low_pct.1,High Low Vol%,High Low PPP%,pctile_off_style_reb_scramble_pct.1,Reb & Scramble Vol%,Reb & Scramble PPP%,transition_pct.1,Transition Vol%,Transition PPP%,DOB,stops,pfr,adrtg,adjoe,Hometown,rec_rank,adjusted pace,mp
2011,33,Jr,27.3873,82,Bernard James,Florida St.,ACC,C,No,No,No,,,,,1688.536017,,34,52.7,1.8,3.5,8.9,3.2,5.7,108.1,79.8,28.3,65.7,62.7,11.8,18.4,19.4,2.5,0.129,20.5,1.06,0.14,0.2,13.5,2.3,15.8,3.1,29,32,0.906,0.18,79.31,84,115,0.73,0.65,4.90%,55.95,33,63,0.524,0.35,33.33,59,117,0.504,65.7,117,178,0.657,1,0,0,0,0,0,0,178,49.57,0.65,6.929079322,1.717464105,6.810633521,3.731042712,2.191365753,1.302968949,0,6.988669404,1.83,,20,56.4,1.7,3.4,6.6,2,4.7,99.7,84.2,15.5,59.5,57.2,11.4,16.2,20.5,3.7,0.18,21.5,0.2,12.5,1.5,63.1,3.1,19,20,0.95,0.18,47,69,0.681,0.62,19,42,0.452,0.38,33,70,0.471,66,111,0.595,1,0,0,0,0,0,111,,PF,80.75,6' 8.75'',82,6' 10'',229.8,87,7' 3'',108.5,9' 0.5'',5,9,9.25,6,30,32.5,11.84,3.4,,24.77537789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-02-07,182.439,3.1,79.7711,111.029,"Savannah, GA",14.2,67.6725088,29.3548
2016,42,So,21.2954,76,Isaiah Whitehead,Seton Hall,BE,Scoring PG,No,No,No,7.6186,109.5427,99.3578,10.1849,1987,1939,34,80.4,3.8,4.2,8.4,5.8,2.5,102.1,92.4,9.7,45.8,51.1,1.8,9.8,31.1,33,1.061,19.5,0.63,0.67,1.5,4.5,2.1,6.6,2.8,0,1,0,0,0,47,96,0.49,0.19,-1.00%,10.64,66,193,0.342,0.38,7.58,149,196,0.76,38.3,113,290,0.39,0.57,0.434,11.3,81,222,0.365,59.26,512,29.9,0.624,9.86,0,4.83,9.71313538,2.11,3.07,1.66,15.35,0.23,,22,83.1,4.1,4.2,8,6,2,100.2,93.2,7,46.1,51,2,9.6,32.1,31.8,0.991,20.3,1.3,4.4,1.6,36.6,3,0,0,0,0,29,58,0.5,0.16,49,143,0.343,0.4,98,130,0.754,78,202,0.386,0.57,43.1,11.6,57,153,0.373,355,,PG-SG,75.25,6' 3.25'',76.5,6' 4.5'',210,80.75,6' 8.75'',100,8' 4'',9.25,8.5,8.75,,27.5,35.5,11.65,3.34,3.21,26.07123542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-08,208.447,2.8,92.3592,121.922,"Brooklyn, NY",97.4,69.5318308,22.6
2016,51,So,21.2379,81,Ben Bentil,Providence,BE,Stretch 4,No,No,No,,,,,2275.922849,,35,84.7,4.8,4.2,7.4,5.9,1.5,112.2,93.9,18.3,51,56.7,8.4,16.7,28.1,8,0.285,11.4,0.41,0.12,0.6,3.1,1.4,4.5,3.2,29,34,0.853,0.06,89.66,124,192,0.646,0.36,1.10%,66.13,71,187,0.38,0.35,57.75,194,248,0.782,46.5,194,375,0.517,0.7,0.296,7.6,52,158,0.329,90.38,533,68.83,0.656,10.89667869,1.274208395,8.436138337,8.216447235,1.845352535,1.31803677,0.2197965543,6.986168273,0.56,,21,91.1,5.3,4.7,7.3,5.8,1.5,108.6,92.6,16,50.3,56.1,7.2,15.2,28.7,5.7,0.199,11.9,0.4,2,1.5,47.6,3.4,18,22,0.818,0.06,73,115,0.635,0.33,43,121,0.355,0.35,128,165,0.776,116,235,0.494,0.68,32.3,8.3,39,112,0.348,347,,PF,79.25,6' 7.25'',80.25,6' 8.25'',229.2,85.5,7' 1.5'',105,8' 9'',9.7,9.5,10,,29,33,11.16,3.3,3.1,25.65496323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-29,234.276,3.2,93.9073,129.177,"Middletown, DE",81.2,68.3973295,38.0286
2018,52,Fr,21.3831,82,Jalen McDaniels,San Diego St.,MWC,PF/C,No,No,No,,,,,1549.313972,,32,62.1,3.3,3.3,6.8,4,2.8,126.1,91.5,34.6,59.9,64.8,10.7,23.9,18.6,6.5,0.349,13.4,0.72,0.25,0.8,2.5,1.9,4.4,3.9,33,36,0.917,0.17,66.67,75,100,0.75,0.47,7.70%,54.67,45,93,0.484,0.44,55.56,89,111,0.802,52.4,121,194,0.624,0.92,0.085,1.3,4,18,0.222,100,212,56.45,0.555,7.164461302,2.129974982,6.454469642,6.002656767,2.194358316,1.290764839,0,6.970246311,0.9,,15,63.8,3.2,3,5.7,3.8,1.9,118.6,96,22.6,58.6,63.7,10.3,24,19.5,5,0.256,16,0.4,2.4,1.2,61.6,3.9,16,17,0.941,0.17,35,52,0.673,0.53,20,40,0.5,0.4,47,61,0.77,55,92,0.598,0.93,7.1,1,2,7,0.286,99,,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9,10,0,29.5,33.5,11.54,3.32,3.23,20.91513863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-31,180.208,3.9,91.4599,125.584,"Federal Way, WA",76.2,68.8146021,28.1429
2016,32,Jr,22.0319,78,Davon Reed,Miami FL,ACC,Wing G,No,No,No,,,,,1665.309094,,35,71.7,3.1,3.4,5.5,3.7,1.8,115.4,96,19.4,55.3,59.9,2.7,13.8,18.4,8.1,0.44,14.3,0.78,0.34,1,1.5,1.6,3.1,2.9,12,13,0.923,0.05,75,49,82,0.598,0.3,0.50%,44.9,34,73,0.466,0.27,17.65,84,103,0.816,37.5,83,155,0.535,0.56,0.436,7.2,46,120,0.383,95.65,275,55.81,0.736,6.185037985,0.7205869497,4.924010823,4.383570611,1.621260588,1.6813095,0.1201578739,6.965613798,0.42,,26,73.1,3.2,3.3,5.7,3.9,1.9,113.8,97.1,16.7,55.8,60.1,2.6,12.9,18.7,7.9,0.422,15.7,0.8,1.4,1.8,33.5,2.6,8,8,1,0.04,32,54,0.593,0.26,29,61,0.475,0.3,57,69,0.826,61,115,0.53,0.56,44.2,7.4,36,91,0.396,206,,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',206.2,84,7' 0'',102,8' 6'',6.5,9.25,9.5,12,28.5,36,11.37,3.34,3.21,24.76972105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-06-11,170.667,2.9,95.9691,118.878,"Ewing, NJ",77.6,66.1493842,28.7714
2012,34,Sr,21.9799,78,Jae Crowder,Marquette,BE,Wing G,No,No,No,,,,,1466.126757,,35,82.4,5.3,5.3,13,7.8,5.2,122.3,81.2,41.1,56.8,59.9,7,20.5,22,13.5,0.614,9.8,0.45,0.28,1.7,3.1,4.3,7.4,3.2,8,8,1,0.02,87.5,128,171,0.749,0.39,3.50%,78.12,28,88,0.318,0.2,39.29,119,162,0.735,37.2,156,259,0.602,0.59,0.406,8.6,61,177,0.345,93.44,436,77.42,0.796,11.0495221,0.5456554124,11.66338444,6.002209536,1.910230468,1.159435903,0.2729368373,6.958143253,0.65,,24,86.6,5.6,5.4,12.8,7.6,5.2,119.1,82.6,36.5,53.4,57.3,7.2,19.3,22.1,14.2,0.643,9.6,1.7,2.7,4.2,41.3,3.1,6,6,1,0.02,85,119,0.714,0.39,21,67,0.313,0.22,92,126,0.73,106,186,0.57,0.61,39,8.1,38,119,0.319,305,,SF,76.75,6' 4.75'',78.5,6' 6.5'',241.2,81.25,6' 9.25'',99.5,8' 3.5'',9,9.5,10.5,20,31,34.5,11.45,3.37,,28.78563804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-07-06,311.979,3.2,81.2383,132.03,,,69.9732913,23.9459
2015,49,Sr,22.7876,81,Aaron White,Iowa,B10,Wing F,No,No,No,,,,,1711.209094,,34,78.1,5.6,4.4,11.5,8.2,3.4,128.1,88.3,39.8,55.3,63.3,7.7,18.5,23,10.2,0.443,10.3,0.45,0.2,1.2,1.7,2.6,4.3,2,62,70,0.886,0.21,79.03,120,165,0.727,0.5,6.00%,66.67,31,104,0.298,0.32,41.94,195,238,0.819,72.6,150,269,0.558,0.82,0.18,3.4,21,59,0.356,95.24,328,65.7,0.68,13.90829448,3.623169151,9.642304999,6.07757406,2.337294732,1.051806005,0.05841483683,6.953445983,1.01,,23,82.9,5.8,4.1,9.5,7,2.5,125,93.5,31.5,52.7,61.3,6.9,18.9,22.3,8.7,0.39,10.4,1,1.3,1.9,73.8,2.2,36,42,0.857,0.19,72,108,0.667,0.49,23,74,0.311,0.33,133,163,0.816,94,182,0.516,0.82,17.6,3.2,15,39,0.385,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-10,218.074,2,88.3486,139.015,"Strongsville, OH",66.4,63.9704095,31.4706
2017,50,Fr,22.804,76,Skylar Mays,LSU,SEC,Scoring PG,No,No,No,,,,,1973.334403,,31,57.3,1.8,1.7,0.8,1.5,-0.6,102,108.8,-6.8,47,53.4,2.6,8.3,21.8,27.9,1.28,23.9,1.1,1.41,1.7,0.3,3.1,3.4,3.2,10,11,0.909,0.05,20,48,88,0.545,0.44,2.80%,8.33,14,49,0.286,0.24,0,69,85,0.812,42.3,63,138,0.457,0.69,0.313,4.8,21,63,0.333,66.67,201,21.69,0.753,4.307430097,0.5067564821,4.459457042,2.483106762,2.229809602,0.7094590749,0.3546940645,6.942619547,0.79,,21,60.8,2.2,1.5,1.1,1.9,-0.8,103.5,111.8,-8.3,46.8,55.2,2.3,8.7,21.9,26,1.187,23.4,1.5,0.2,3.1,53.2,3,6,7,0.857,0.05,30,58,0.517,0.41,11,38,0.289,0.27,63,75,0.84,42,96,0.438,0.68,31.9,4.8,16,45,0.356,141,,SG,75,6'3.00'',76,6'4.00'',204,78,6'6.00'',99,8'3.00'',7.4,8,9.75,,29,37.5,10.65,3.3,2.4,25.49546667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-09-05,128.43,3.2,108.838,110.025,"Baton Rouge, LA",73.2,72.0438317,35.3429
2012,21,So,23.4392,83,Gorgui Dieng,Louisville,BE,C,Yes,No,No,,,,,1675.231342,,40,81,2,5.4,6.8,0.8,6,104.3,79.5,24.8,52.7,55.6,11.7,18.5,16.3,6.6,0.405,22.2,1.36,0.55,0.5,10.4,2.1,12.5,4,43,50,0.86,0.18,86.05,91,124,0.734,0.45,1.40%,72.53,53,150,0.353,0.54,37.74,73,108,0.676,39.1,144,274,0.526,0.99,0.007,0.1,1,2,0.5,100,276,60,0.457,6.446870788,2.566809666,7.401962757,8.953987206,1.492193907,1.96974586,0,6.923879534,0.82,,29,82.5,1.6,5.4,6.1,0.2,5.9,98.2,80.4,17.8,49.3,51.5,10.5,19,16,6.8,0.425,21.8,0.6,9.3,2.4,36,4,28,33,0.848,0.17,59,82,0.72,0.41,38,116,0.328,0.58,44,72,0.611,97,198,0.49,0.99,1,0.1,1,2,0.5,200,,C,81.75,6' 9.75'',82.75,6' 10.75'',229.6,87.5,7' 3.5'',111.5,9' 3.5'',5.35,9,10,,,,,,,24.15192137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-01-18,310.302,4,79.4965,103.605,"Huntington, WV",91.6,65.8676358,25.4333
2016,47,Sr,22.2975,81,Jake Layman,Maryland,B10,Wing F,No,No,No,4.7542,109.9242,99.8131,10.1111,1866,1862,35,79.1,3.2,3.9,6.8,4.1,2.7,116.5,94,22.5,60.1,64,4.3,14.4,17.2,6.8,0.395,18.1,1.05,0.41,0.7,3.4,2.1,5.5,2.5,22,24,0.917,0.09,81.82,57,72,0.792,0.26,3.70%,42.11,24,62,0.387,0.22,29.17,77,91,0.846,32.9,81,134,0.604,0.48,0.516,7.6,57,143,0.399,96.49,277,62.32,0.776,4.88,1.18,3.86,3.32261522,1.77,0.91,0.11,5.68,0.35,,22,82.3,3.4,4,5.9,3.6,2.3,114.5,95,19.5,59.2,62.9,3.5,14.8,16.9,7.1,0.42,17.4,0.7,2.4,2,31.1,2.8,13,15,0.867,0.08,37,49,0.755,0.27,17,38,0.447,0.21,47,56,0.839,54,87,0.621,0.48,51.7,7.6,35,93,0.376,180,,SF,80,6' 8'',81.25,6' 9.25'',208.6,81.25,6' 9.25'',102,8' 6'',7.1,8.25,9.25,,33,39.5,11.35,3.24,2.82,22.91340625,,0,0,0,0,0,0,0,0,0,0.0056,0.0021,1,0,0,0,0.0597,0.0222,0.9523,0,0,0,0.0066,0.0025,1.0076,0.1581,0.0588,1.1664,0.4067,0.1513,0.6792,0.1259,0.0468,0.9179,0,0,0,0.0371,0.0138,0.9827,0.1083,0.0403,1.3559,0.092,0.0342,1.3913,0.00114025,0.00114025,0.00114025,0.00129534,0.00129534,0.00129534,0.00116279,0.00116279,0.00348837,0.00295858,0.00295858,0.77514793,0.00162075,0.00162075,0.00162075,0.58757062,0.79849341,0.26741996,0.00184502,0.00184502,0.00184502,0.00209644,0.00209644,0.5115304,0.44636678,0.81314879,0.53979239,0.9580574,0.99337748,0.23620309,0.65769231,0.9,0.39230769,0.00598802,0.00598802,0.00598802,0.4,0.69090909,0.4,0.71886121,0.95492289,0.79715302,0.18081918,0.55744256,0.85414585,1994-03-07,213.062,2.5,94.0199,116.991,"Wrentham, MA",86.4,67.0500215,31.7429
2010,44,Fr,21.9909,82,Mike Muscala,Bucknell,Pat,C,No,No,No,,,,,1158.426038,,30,59.1,1.6,2.2,1.6,0.6,1,107,102.2,4.8,47.4,51.9,7.6,16.2,21.3,7.5,0.352,11.2,0.53,0.19,0.8,9.6,0.7,10.3,3.3,9,9,1,0.04,88.89,54,86,0.628,0.34,9.00%,53.7,56,145,0.386,0.58,73.21,58,72,0.806,28.7,110,231,0.476,0.92,0.08,1.6,6,20,0.3,100,251,65.52,0.42,6.215329909,0.7769162387,7.423866281,12.51698385,2.158273311,1.295067575,0,6.906681773,0.52,,4,63,1.4,1.9,1.3,0.2,1.1,106.6,106.1,0.5,46.6,47.5,8.2,10.7,15.4,9.6,0.623,10.8,1.7,8.9,0.6,3.4,2.3,1,1,1,0.03,7,13,0.538,0.45,5,14,0.357,0.48,1,1,1,12,27,0.444,0.93,6.9,1.1,1,2,0.5,29,,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85,7' 1'',108,9' 0'',6.8,8.5,9,5,28,33.5,11.76,3.44,2.99,23.92152327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-01,146.557,3.3,102.223,104.861,"Saint Paul, MN",9.2,64.1997128,24.0588
2013,60,Jr,23.4995,81,Cory Jefferson,Baylor,B12,C,No,No,No,,,,,1682.369443,,36,69.8,4.5,3.6,7.6,5.8,1.8,128.6,90.5,38.1,61.8,64.4,10.7,20.2,19,2.1,0.111,8.8,0.46,0.05,0.3,6.7,1,7.7,3.3,79,87,0.908,0.29,89.87,119,150,0.793,0.49,0.00%,76.47,65,146,0.445,0.48,53.85,105,146,0.719,47.9,184,297,0.62,0.97,0.026,0.5,3,8,0.375,100,305,68.98,0.516,8.678236557,4.695758137,8.915996462,8.678236557,1.664360948,1.783050693,0,6.89482328,0.97,,22,71.2,4.9,3.5,8.2,6.4,1.7,127.3,92.1,35.2,62.9,64.5,10.7,20.4,19,2.2,0.116,9.2,0.3,6.6,0.8,45.3,3.2,45,50,0.9,0.26,69,87,0.793,0.46,46,97,0.474,0.51,59,86,0.686,115,185,0.622,0.97,2.6,0.5,3,5,0.6,190,,PF,79.75,6' 7.75'',81,6' 9'',218.4,84.5,7' 0.5'',105,8' 9'',5.25,8.75,9.75,,33,37.5,12.63,3.36,3.39,24.14051749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-12-26,215.22,3.3,90.5129,132.035,"Killeen, TX",86.8,66.2587819,28.2121
2013,48,Sr,22.2181,83,Ryan Kelly,Duke,ACC,Stretch 4,No,No,No,,,,,1103.042978,,23,46.1,4.4,3.9,9.9,6.5,3.4,121.1,88.8,32.3,53.5,58.6,6.9,14.3,20.8,11,0.529,9.7,0.47,0.25,1.7,5.4,1.4,6.8,3.3,2,2,1,0.01,50,22,40,0.55,0.19,5.00%,45.45,39,88,0.443,0.42,41.03,69,85,0.812,40.1,61,129,0.473,0.61,0.392,7.3,35,83,0.422,94.29,212,61.46,0.582,7.705955408,0.1813165978,3.626331957,7.977930305,1.087990245,2.084986756,0.1811806104,6.889495834,0.23,,14,47.3,4.3,3.9,8.2,5.2,3.1,114.9,91.4,23.5,50,56.1,5.6,14.5,19.9,9.1,0.457,10.2,1.3,5.8,1.1,46.1,3.7,2,2,1,0.02,13,26,0.5,0.2,24,55,0.436,0.43,47,59,0.797,37,82,0.451,0.64,35.9,6.2,18,46,0.391,128,,PF,81.75,6' 9.75'',83.75,6' 11.75'',228,83.5,6' 11.5'',110,9' 2'',14.75,9,10,,,,,,,23.9836153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-04-09,129.644,3.3,88.7875,128.862,"Raleigh, NC",97,66.4482921,28.8696
2016,32,So,22.7684,74,Jevon Carter,West Virginia,B12,Scoring PG,No,No,No,,,,,1468.396852,,35,68.8,2.2,3.9,6.3,2.1,4.2,108.6,88.9,19.7,45.9,50,2.7,9.7,18.1,21.2,1.171,18.3,1.01,1.18,2,1.3,3.4,4.7,3.5,5,5,1,0.02,40,50,90,0.556,0.31,6.50%,44,17,57,0.298,0.2,29.41,67,90,0.744,31,67,146,0.459,0.5,0.497,8.2,44,144,0.306,84.09,290,57.66,0.807,6.129133272,0.340507404,6.129133272,3.881784406,1.906841462,0.8172382,0.4767376062,6.878372143,0.45,,23,68.3,1.3,3.6,4.4,0.9,3.6,96.6,91.7,4.9,37.6,43.1,3.1,10.4,18,21.4,1.189,19,1.9,1.8,2.9,32.2,3.5,3,3,1,0.02,28,57,0.491,0.32,10,39,0.256,0.22,43,57,0.754,38,95,0.4,0.54,46.3,7.4,19,82,0.232,177,,PG,72.25,6' 0.25'',73.5,6' 1.5'',196.2,76.25,6' 4.25'',95,7' 11'',4.15,9.25,8.5,14,29,36.5,11.04,3.18,3.05,26.42278708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-09-14,188.712,3.5,88.9054,111.418,"Maywood, IL",40.4,69.9965727,23.975
2015,44,So,20.6575,78,Andrew Harrison,Kentucky,SEC,Scoring PG,No,No,No,,,,,2124.861575,,39,63.1,2.8,4,7,3.1,3.9,111.6,83.7,27.9,44.6,53.1,1.7,8.1,21.8,26,1.193,18.4,0.84,1,2.2,0.9,2.5,3.4,2.8,5,5,1,0.02,20,35,58,0.603,0.22,2.40%,8.57,30,115,0.261,0.43,13.33,126,159,0.792,59.6,65,173,0.376,0.65,0.352,5.9,36,94,0.383,72.22,267,32.67,0.572,7.482840381,0.235309446,2.729589573,5.412117257,1.506003985,1.223656181,0.4706565414,6.871289956,0.28,,27,63.8,2.8,4,7,3.1,3.9,106.9,84.7,22.2,43.9,52.1,1.1,7.8,22.2,26,1.171,19.6,1.9,0.9,2.7,53.7,2.9,3,3,1,0.02,22,38,0.579,0.2,20,83,0.241,0.44,81,101,0.802,42,121,0.347,0.64,35.6,6.2,27,67,0.403,188,,PG,76.5,6' 4.5'',77.5,6' 5.5'',213.2,81,6' 9'',100,8' 4'',5.9,8.25,9.25,,26.5,33,11.2,3.34,,25.61059422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-10-28,165.034,2.8,83.6723,119.751,"Richmond, TX",99.2,62.8339476,34.6842
2012,50,So,21.9252,85,Alec Brown,Green Bay,Horz,C,No,No,No,,,,,1460.973323,,28,78.8,2.6,3.5,3.1,1.5,1.6,101.5,96.1,5.4,45.2,50.5,11,18.5,24.4,6.6,0.27,15.5,0.64,0.17,0.4,9.4,1.6,11,3.6,11,11,1,0.04,90.91,72,114,0.632,0.36,8.80%,58.33,64,182,0.352,0.58,68.75,91,120,0.758,38.2,136,296,0.459,0.94,0.057,1.2,4,18,0.222,100,314,64.29,0.417,8.213702338,0.7529227143,7.803017221,12.45744855,2.053589859,1.36895039,0,6.845080496,0.57,,10,77.3,2.6,3.3,2.8,1.3,1.5,96.5,97,-0.5,43.5,47.8,10.6,17.8,25.4,5.9,0.232,15.9,0.3,8.7,1.7,29,4,2,2,1,0.02,31,57,0.544,0.46,20,59,0.339,0.48,27,36,0.75,51,116,0.44,0.94,6.5,1.5,2,8,0.25,124,,PF,84.25,7' 0.25'',85.25,7' 1.25'',231.2,85.5,7' 1.5'',109,9' 1'',7.7,9.25,8.75,,27,30,12.05,3.48,2.91,22.898305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-23,191.021,3.6,96.1053,109.425,,,65.8837432,31.6786
